frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
26.16,-56.72,-55.28,-56.73,-55.29,6.00,6.06,5.53,-50.72,-50.73,-1.44
26.43,-56.58,-55.14,-56.57,-55.13,6.00,6.06,5.66,-50.58,-50.57,-1.44
26.69,-56.42,-54.97,-56.41,-54.97,6.00,6.06,5.79,-50.42,-50.41,-1.44
26.96,-56.26,-54.81,-56.26,-54.82,6.00,6.06,5.91,-50.26,-50.26,-1.44
27.23,-56.10,-54.65,-56.10,-54.65,6.00,6.06,6.03,-50.10,-50.10,-1.45
27.50,-55.94,-54.49,-55.93,-54.49,6.00,6.06,6.16,-49.94,-49.93,-1.45
27.77,-55.76,-54.32,-55.77,-54.32,6.00,6.06,6.27,-49.76,-49.77,-1.45
28.05,-55.60,-54.16,-55.61,-54.16,6.00,6.06,6.39,-49.60,-49.61,-1.45
28.33,-55.44,-53.99,-55.45,-54.00,6.00,6.06,6.49,-49.44,-49.45,-1.45
28.62,-55.30,-53.85,-55.29,-53.84,6.00,6.06,6.60,-49.30,-49.29,-1.45
28.90,-55.12,-53.67,-55.13,-53.68,6.00,6.06,6.69,-49.12,-49.13,-1.45
29.19,-54.98,-53.52,-54.97,-53.52,6.00,6.06,6.78,-48.98,-48.97,-1.45
29.48,-54.80,-53.35,-54.81,-53.36,6.00,6.06,6.87,-48.80,-48.81,-1.46
29.78,-54.66,-53.20,-54.65,-53.20,6.00,6.06,6.94,-48.66,-48.65,-1.46
30.08,-54.50,-53.04,-54.50,-53.04,6.00,6.06,7.01,-48.50,-48.50,-1.46
30.38,-54.34,-52.88,-54.34,-52.88,6.00,6.06,7.06,-48.34,-48.34,-1.46
30.68,-54.18,-52.71,-54.18,-52.72,6.00,6.06,7.11,-48.18,-48.18,-1.46
30.99,-54.02,-52.55,-54.02,-52.55,6.00,6.06,7.14,-48.02,-48.02,-1.46
31.30,-53.86,-52.39,-53.86,-52.39,6.00,6.06,7.17,-47.86,-47.86,-1.47
31.61,-53.70,-52.23,-53.70,-52.23,6.00,6.06,7.19,-47.70,-47.70,-1.47
31.93,-53.54,-52.07,-53.53,-52.06,6.00,6.06,7.20,-47.54,-47.53,-1.47
32.24,-53.36,-51.89,-53.37,-51.90,6.00,6.06,7.19,-47.36,-47.37,-1.47
32.57,-53.22,-51.74,-53.21,-51.74,6.00,6.05,7.18,-47.22,-47.21,-1.47
32.89,-53.04,-51.57,-53.05,-51.57,6.00,6.05,7.16,-47.04,-47.05,-1.48
33.22,-52.88,-51.41,-52.89,-51.41,6.00,6.05,7.14,-46.88,-46.89,-1.48
33.55,-52.72,-51.24,-52.73,-51.25,6.00,6.05,7.10,-46.72,-46.73,-1.48
33.89,-52.58,-51.09,-52.57,-51.09,6.00,6.05,7.06,-46.58,-46.57,-1.48
34.23,-52.42,-50.93,-52.42,-50.93,6.00,6.05,7.01,-46.42,-46.42,-1.49
34.57,-52.26,-50.77,-52.26,-50.77,6.00,6.05,6.96,-46.26,-46.26,-1.49
34.92,-52.10,-50.61,-52.10,-50.61,6.00,6.05,6.90,-46.10,-46.10,-1.49
35.27,-51.94,-50.44,-51.94,-50.44,6.00,6.05,6.84,-45.94,-45.94,-1.50
35.62,-51.78,-50.28,-51.77,-50.27,6.00,6.05,6.77,-45.78,-45.77,-1.50
35.97,-51.60,-50.10,-51.61,-50.11,6.00,6.05,6.71,-45.60,-45.61,-1.50
36.33,-51.44,-49.94,-51.45,-49.94,6.00,6.05,6.64,-45.44,-45.45,-1.50
36.70,-51.30,-49.79,-51.28,-49.77,6.00,6.05,6.57,-45.30,-45.28,-1.51
37.06,-51.11,-49.60,-51.12,-49.61,6.00,6.05,6.50,-45.11,-45.12,-1.51
37.43,-50.95,-49.44,-50.96,-49.44,6.00,6.05,6.43,-44.95,-44.96,-1.52
37.81,-50.81,-49.29,-50.80,-49.28,6.00,6.05,6.36,-44.81,-44.80,-1.52
38.19,-50.65,-49.12,-50.64,-49.12,6.00,6.05,6.29,-44.65,-44.64,-1.52
38.57,-50.49,-48.96,-50.48,-48.95,6.00,6.04,6.23,-44.49,-44.48,-1.53
38.95,-50.31,-48.78,-50.32,-48.79,6.00,6.04,6.16,-44.31,-44.32,-1.53
39.34,-50.15,-48.62,-50.16,-48.62,6.00,6.04,6.10,-44.15,-44.16,-1.54
39.74,-50.01,-48.46,-50.00,-48.46,6.00,6.04,6.04,-44.01,-44.00,-1.54
40.14,-49.85,-48.30,-49.85,-48.30,6.00,6.04,5.99,-43.85,-43.85,-1.55
40.54,-49.69,-48.13,-49.68,-48.13,6.00,6.04,5.93,-43.69,-43.68,-1.55
40.94,-49.51,-47.96,-49.52,-47.96,6.00,6.04,5.89,-43.51,-43.52,-1.56
41.35,-49.35,-47.79,-49.36,-47.79,6.00,6.04,5.84,-43.35,-43.36,-1.56
41.76,-49.19,-47.62,-49.19,-47.62,6.00,6.04,5.80,-43.19,-43.19,-1.57
42.18,-49.03,-47.46,-49.03,-47.46,6.00,6.04,5.76,-43.03,-43.03,-1.58
42.60,-48.87,-47.29,-48.88,-47.30,6.00,6.04,5.73,-42.87,-42.88,-1.58
43.03,-48.73,-47.14,-48.72,-47.13,6.00,6.04,5.70,-42.73,-42.72,-1.59
43.46,-48.57,-46.97,-48.56,-46.97,6.00,6.04,5.68,-42.57,-42.56,-1.60
43.90,-48.41,-46.80,-48.40,-46.80,6.00,6.03,5.66,-42.41,-42.40,-1.60
44.33,-48.23,-46.62,-48.24,-46.63,6.00,6.03,5.64,-42.23,-42.24,-1.61
44.78,-48.09,-46.47,-48.08,-46.47,6.00,6.03,5.63,-42.09,-42.08,-1.62
45.23,-47.93,-46.30,-47.92,-46.30,6.00,6.03,5.62,-41.93,-41.92,-1.63
45.68,-47.77,-46.13,-47.77,-46.13,6.00,6.03,5.62,-41.77,-41.77,-1.63
46.13,-47.59,-45.95,-47.60,-45.96,6.00,6.03,5.62,-41.59,-41.60,-1.64
46.60,-47.45,-45.80,-47.44,-45.79,6.00,6.03,5.62,-41.45,-41.44,-1.65
47.06,-47.27,-45.62,-47.28,-45.62,6.00,6.03,5.63,-41.27,-41.28,-1.66
47.53,-47.11,-45.45,-47.12,-45.45,6.00,6.03,5.64,-41.11,-41.12,-1.67
48.01,-46.97,-45.29,-46.96,-45.28,6.00,6.03,5.66,-40.97,-40.96,-1.68
48.49,-46.81,-45.12,-46.80,-45.11,6.00,6.02,5.68,-40.81,-40.80,-1.69
48.97,-46.63,-44.93,-46.64,-44.94,6.00,6.02,5.70,-40.63,-40.64,-1.70
49.46,-46.47,-44.76,-46.48,-44.77,6.00,6.02,5.73,-40.47,-40.48,-1.71
49.96,-46.33,-44.60,-46.32,-44.60,6.00,6.02,5.76,-40.33,-40.32,-1.72
50.46,-46.17,-44.43,-46.17,-44.43,6.00,6.02,5.79,-40.17,-40.17,-1.73
50.96,-46.01,-44.26,-46.01,-44.26,6.00,6.02,5.83,-40.01,-40.01,-1.75
51.47,-45.85,-44.09,-45.85,-44.09,6.00,6.02,5.87,-39.85,-39.85,-1.76
51.99,-45.69,-43.91,-45.69,-43.91,6.00,6.02,5.91,-39.69,-39.69,-1.77
52.51,-45.53,-43.74,-45.53,-43.74,6.00,6.02,5.95,-39.53,-39.53,-1.79
53.03,-45.37,-43.57,-45.37,-43.57,6.00,6.01,5.99,-39.37,-39.37,-1.80
53.56,-45.21,-43.39,-45.21,-43.39,6.00,6.01,6.03,-39.21,-39.21,-1.81
54.10,-45.05,-43.22,-45.04,-43.21,6.00,6.01,6.08,-39.05,-39.04,-1.83
54.64,-44.89,-43.04,-44.88,-43.04,6.00,6.01,6.12,-38.89,-38.88,-1.84
55.18,-44.71,-42.85,-44.72,-42.86,6.00,6.01,6.16,-38.71,-38.72,-1.86
55.74,-44.57,-42.69,-44.56,-42.68,6.00,6.01,6.21,-38.57,-38.56,-1.88
56.29,-44.39,-42.50,-44.40,-42.50,6.00,6.01,6.25,-38.39,-38.40,-1.89
56.86,-44.25,-42.33,-44.24,-42.33,6.00,6.01,6.28,-38.25,-38.24,-1.91
57.42,-44.07,-42.14,-44.08,-42.15,6.00,6.00,6.32,-38.07,-38.08,-1.93
58.00,-43.93,-41.98,-43.92,-41.97,6.00,6.00,6.35,-37.93,-37.92,-1.95
58.58,-43.77,-41.80,-43.76,-41.79,6.00,6.00,6.38,-37.77,-37.76,-1.97
59.16,-43.59,-41.60,-43.60,-41.61,6.00,6.00,6.41,-37.59,-37.60,-1.99
59.76,-43.45,-41.44,-43.44,-41.43,6.00,6.00,6.43,-37.45,-37.44,-2.01
60.35,-43.27,-41.24,-43.28,-41.25,6.00,6.00,6.45,-37.27,-37.28,-2.03
60.96,-43.13,-41.07,-43.12,-41.07,6.00,6.00,6.46,-37.13,-37.12,-2.05
61.57,-42.97,-40.89,-42.96,-40.88,6.00,5.99,6.46,-36.97,-36.96,-2.08
62.18,-42.79,-40.69,-42.80,-40.70,6.00,5.99,6.47,-36.79,-36.80,-2.10
62.80,-42.63,-40.51,-42.64,-40.51,6.00,5.99,6.46,-36.63,-36.64,-2.13
63.43,-42.47,-40.32,-42.48,-40.33,6.00,5.99,6.45,-36.47,-36.48,-2.15
64.07,-42.33,-40.15,-42.32,-40.14,6.00,5.99,6.44,-36.33,-36.32,-2.18
64.71,-42.17,-39.96,-42.16,-39.96,6.00,5.99,6.42,-36.17,-36.16,-2.20
65.35,-41.99,-39.76,-42.00,-39.77,6.00,5.99,6.39,-35.99,-36.00,-2.23
66.01,-41.85,-39.59,-41.84,-39.58,6.00,5.98,6.36,-35.85,-35.84,-2.26
66.67,-41.69,-39.40,-41.68,-39.39,6.00,5.98,6.33,-35.69,-35.68,-2.29
67.33,-41.51,-39.20,-41.52,-39.21,6.00,5.98,6.29,-35.51,-35.52,-2.32
68.01,-41.37,-39.02,-41.36,-39.01,6.00,5.98,6.25,-35.37,-35.36,-2.35
68.69,-41.21,-38.83,-41.20,-38.82,6.00,5.98,6.21,-35.21,-35.20,-2.38
69.37,-41.03,-38.62,-41.04,-38.63,6.00,5.98,6.16,-35.03,-35.04,-2.41
70.07,-40.89,-38.44,-40.88,-38.44,6.00,5.97,6.11,-34.89,-34.88,-2.44
70.77,-40.73,-38.25,-40.73,-38.25,6.00,5.97,6.06,-34.73,-34.73,-2.48
71.48,-40.57,-38.05,-40.57,-38.05,6.00,5.97,6.01,-34.57,-34.57,-2.51
72.19,-40.41,-37.86,-40.40,-37.85,6.00,5.97,5.96,-34.41,-34.40,-2.55
72.91,-40.23,-37.65,-40.24,-37.66,6.00,5.97,5.90,-34.23,-34.24,-2.58
73.64,-40.07,-37.45,-40.08,-37.46,6.00,5.97,5.85,-34.07,-34.08,-2.62
74.38,-39.93,-37.27,-39.92,-37.26,6.00,5.96,5.80,-33.93,-33.92,-2.66
75.12,-39.75,-37.06,-39.76,-37.06,6.00,5.96,5.75,-33.75,-33.76,-2.70
75.87,-39.59,-36.86,-39.60,-36.86,6.00,5.96,5.70,-33.59,-33.60,-2.74
76.63,-39.43,-36.66,-39.44,-36.66,6.00,5.96,5.65,-33.43,-33.44,-2.78
77.40,-39.29,-36.46,-39.28,-36.46,6.00,5.96,5.61,-33.29,-33.28,-2.82
78.17,-39.11,-36.25,-39.12,-36.25,6.00,5.96,5.56,-33.11,-33.12,-2.86
78.95,-38.95,-36.05,-38.96,-36.05,6.00,5.95,5.52,-32.95,-32.96,-2.91
79.74,-38.79,-35.84,-38.80,-35.85,6.00,5.95,5.48,-32.79,-32.80,-2.95
80.54,-38.65,-35.65,-38.64,-35.65,6.00,5.95,5.45,-32.65,-32.64,-3.00
81.35,-38.49,-35.44,-38.48,-35.44,6.00,5.95,5.42,-32.49,-32.48,-3.04
82.16,-38.33,-35.24,-38.33,-35.24,6.00,5.95,5.39,-32.33,-32.33,-3.09
82.98,-38.17,-35.03,-38.17,-35.03,6.00,5.95,5.36,-32.17,-32.17,-3.13
83.81,-38.01,-34.82,-38.01,-34.82,6.00,5.95,5.34,-32.01,-32.01,-3.18
84.65,-37.85,-34.61,-37.85,-34.61,6.00,5.94,5.32,-31.85,-31.85,-3.23
85.50,-37.69,-34.40,-37.69,-34.40,6.00,5.94,5.31,-31.69,-31.69,-3.28
86.35,-37.53,-34.19,-37.53,-34.19,6.00,5.94,5.30,-31.53,-31.53,-3.33
87.22,-37.37,-33.98,-37.37,-33.98,6.00,5.94,5.29,-31.37,-31.37,-3.38
88.09,-37.21,-33.77,-37.21,-33.77,6.00,5.94,5.29,-31.21,-31.21,-3.43
88.97,-37.05,-33.56,-37.05,-33.56,6.00,5.94,5.29,-31.05,-31.05,-3.49
89.86,-36.89,-33.35,-36.88,-33.35,6.00,5.93,5.30,-30.89,-30.88,-3.54
90.76,-36.73,-33.13,-36.72,-33.13,6.00,5.93,5.31,-30.73,-30.72,-3.59
91.66,-36.55,-32.91,-36.56,-32.92,6.00,5.93,5.32,-30.55,-30.56,-3.65
92.58,-36.41,-32.70,-36.40,-32.70,6.00,5.93,5.34,-30.41,-30.40,-3.70
93.51,-36.25,-32.49,-36.24,-32.49,6.00,5.93,5.36,-30.25,-30.24,-3.76
94.44,-36.09,-32.27,-36.09,-32.28,6.00,5.93,5.39,-30.09,-30.09,-3.81
95.39,-35.93,-32.06,-35.92,-32.06,6.00,5.93,5.41,-29.93,-29.92,-3.87
96.34,-35.77,-31.84,-35.76,-31.84,6.00,5.93,5.45,-29.77,-29.76,-3.92
97.30,-35.59,-31.62,-35.60,-31.62,6.00,5.92,5.48,-29.59,-29.60,-3.98
98.28,-35.45,-31.41,-35.44,-31.41,6.00,5.92,5.52,-29.45,-29.44,-4.04
99.26,-35.29,-31.19,-35.28,-31.19,6.00,5.92,5.56,-29.29,-29.28,-4.09
100.25,-35.13,-30.97,-35.12,-30.97,6.00,5.92,5.60,-29.13,-29.12,-4.15
101.25,-34.95,-30.75,-34.96,-30.75,6.00,5.92,5.65,-28.95,-28.96,-4.21
102.27,-34.81,-30.54,-34.80,-30.54,6.00,5.92,5.70,-28.81,-28.80,-4.27
103.29,-34.65,-30.32,-34.64,-30.32,6.00,5.92,5.75,-28.65,-28.64,-4.32
104.32,-34.49,-30.10,-34.49,-30.11,6.00,5.92,5.80,-28.49,-28.49,-4.38
105.37,-34.33,-29.89,-34.32,-29.88,6.00,5.92,5.86,-28.33,-28.32,-4.44
106.42,-34.17,-29.67,-34.16,-29.67,6.00,5.92,5.91,-28.17,-28.16,-4.50
107.48,-33.99,-29.44,-34.00,-29.45,6.00,5.92,5.97,-27.99,-28.00,-4.56
108.56,-33.85,-29.23,-33.84,-29.23,6.00,5.91,6.02,-27.85,-27.84,-4.61
109.64,-33.67,-29.00,-33.68,-29.01,6.00,5.91,6.07,-27.67,-27.68,-4.67
110.74,-33.53,-28.80,-33.52,-28.80,6.00,5.91,6.13,-27.53,-27.52,-4.73
111.85,-33.37,-28.58,-33.36,-28.58,6.00,5.91,6.18,-27.37,-27.36,-4.78
112.97,-33.21,-28.36,-33.20,-28.36,6.00,5.91,6.23,-27.21,-27.20,-4.84
114.10,-33.04,-28.14,-33.04,-28.14,6.00,5.91,6.28,-27.04,-27.04,-4.90
115.24,-32.88,-27.92,-32.88,-27.92,6.00,5.91,6.32,-26.88,-26.88,-4.95
116.39,-32.72,-27.70,-32.71,-27.70,6.00,5.91,6.36,-26.72,-26.71,-5.01
117.55,-32.56,-27.49,-32.56,-27.49,6.00,5.91,6.40,-26.56,-26.56,-5.07
118.73,-32.40,-27.27,-32.40,-27.27,6.00,5.91,6.43,-26.40,-26.40,-5.12
119.92,-32.24,-27.06,-32.24,-27.06,6.00,5.91,6.46,-26.24,-26.24,-5.18
121.12,-32.08,-26.85,-32.08,-26.85,6.00,5.91,6.49,-26.08,-26.08,-5.23
122.33,-31.92,-26.63,-31.92,-26.63,6.00,5.91,6.50,-25.92,-25.92,-5.28
123.55,-31.76,-26.42,-31.76,-26.42,6.00,5.92,6.52,-25.76,-25.76,-5.34
124.79,-31.60,-26.21,-31.60,-26.21,6.00,5.92,6.52,-25.60,-25.60,-5.39
126.03,-31.44,-25.99,-31.44,-25.99,6.00,5.92,6.53,-25.44,-25.44,-5.44
127.29,-31.28,-25.78,-31.28,-25.78,6.00,5.92,6.52,-25.28,-25.28,-5.49
128.57,-31.12,-25.57,-31.12,-25.57,6.00,5.92,6.51,-25.12,-25.12,-5.54
129.85,-30.96,-25.36,-30.96,-25.36,6.00,5.92,6.50,-24.96,-24.96,-5.59
131.15,-30.80,-25.15,-30.80,-25.16,6.00,5.92,6.48,-24.80,-24.80,-5.64
132.46,-30.64,-24.95,-30.63,-24.94,6.00,5.92,6.46,-24.64,-24.63,-5.69
133.79,-30.48,-24.74,-30.47,-24.74,6.00,5.92,6.43,-24.48,-24.47,-5.74
135.12,-30.31,-24.52,-30.31,-24.53,6.00,5.93,6.39,-24.31,-24.31,-5.78
136.48,-30.16,-24.33,-30.15,-24.32,6.00,5.93,6.36,-24.16,-24.15,-5.83
137.84,-30.00,-24.12,-29.99,-24.12,6.00,5.93,6.32,-24.00,-23.99,-5.87
139.22,-29.84,-23.92,-29.84,-23.92,6.00,5.93,6.28,-23.84,-23.84,-5.92
140.61,-29.68,-23.71,-29.68,-23.71,6.00,5.94,6.23,-23.68,-23.68,-5.96
142.02,-29.52,-23.51,-29.52,-23.51,6.00,5.94,6.19,-23.52,-23.52,-6.00
143.44,-29.36,-23.31,-29.36,-23.31,6.00,5.94,6.14,-23.36,-23.36,-6.05
144.87,-29.20,-23.11,-29.20,-23.11,6.00,5.94,6.10,-23.20,-23.20,-6.09
146.32,-29.04,-22.91,-29.04,-22.91,6.00,5.95,6.05,-23.04,-23.04,-6.13
147.78,-28.88,-22.71,-28.88,-22.71,6.00,5.95,6.00,-22.88,-22.88,-6.17
149.26,-28.72,-22.51,-28.72,-22.51,6.00,5.95,5.96,-22.72,-22.72,-6.21
150.75,-28.56,-22.31,-28.56,-22.31,6.00,5.96,5.92,-22.56,-22.56,-6.24
152.26,-28.40,-22.12,-28.40,-22.12,6.00,5.96,5.87,-22.40,-22.40,-6.28
153.78,-28.24,-21.92,-28.24,-21.92,6.00,5.96,5.83,-22.24,-22.24,-6.32
155.32,-28.08,-21.72,-28.08,-21.73,6.00,5.97,5.79,-22.08,-22.08,-6.35
156.88,-27.92,-21.53,-27.92,-21.53,6.00,5.97,5.76,-21.92,-21.92,-6.38
158.44,-27.76,-21.34,-27.76,-21.34,6.00,5.98,5.73,-21.76,-21.76,-6.42
160.03,-27.60,-21.15,-27.60,-21.15,6.00,5.98,5.70,-21.60,-21.60,-6.45
161.63,-27.44,-20.95,-27.44,-20.95,6.00,5.98,5.67,-21.44,-21.44,-6.48
163.24,-27.28,-20.76,-27.28,-20.76,6.00,5.99,5.65,-21.28,-21.28,-6.51
164.88,-27.12,-20.57,-27.12,-20.57,6.00,5.99,5.63,-21.12,-21.12,-6.54
166.53,-26.96,-20.38,-26.96,-20.38,6.00,6.00,5.61,-20.96,-20.96,-6.57
168.19,-26.80,-20.20,-26.80,-20.20,6.00,6.00,5.60,-20.80,-20.80,-6.60
169.87,-26.64,-20.01,-26.64,-20.01,6.00,6.01,5.59,-20.64,-20.64,-6.63
171.57,-26.48,-19.82,-26.48,-19.82,6.00,6.02,5.59,-20.48,-20.48,-6.65
173.29,-26.32,-19.64,-26.32,-19.63,6.00,6.02,5.59,-20.32,-20.32,-6.68
175.02,-26.16,-19.45,-26.16,-19.45,6.00,6.03,5.60,-20.16,-20.16,-6.71
176.77,-26.00,-19.27,-26.00,-19.27,6.00,6.03,5.61,-20.00,-20.00,-6.73
178.54,-25.84,-19.08,-25.84,-19.08,6.00,6.04,5.62,-19.84,-19.84,-6.75
180.32,-25.68,-18.90,-25.68,-18.90,6.00,6.05,5.64,-19.68,-19.68,-6.78
182.13,-25.52,-18.72,-25.52,-18.72,6.00,6.05,5.66,-19.52,-19.52,-6.80
183.95,-25.36,-18.53,-25.36,-18.53,6.00,6.06,5.69,-19.36,-19.36,-6.82
185.79,-25.20,-18.35,-25.20,-18.35,6.00,6.06,5.72,-19.20,-19.20,-6.84
187.65,-25.04,-18.17,-25.04,-18.17,6.00,6.07,5.75,-19.04,-19.04,-6.86
189.52,-24.88,-17.99,-24.88,-17.99,6.00,6.08,5.79,-18.88,-18.88,-6.88
191.42,-24.72,-17.81,-24.72,-17.81,6.00,6.09,5.83,-18.72,-18.72,-6.90
193.33,-24.56,-17.63,-24.56,-17.64,6.00,6.09,5.88,-18.56,-18.56,-6.92
195.27,-24.40,-17.46,-24.40,-17.46,6.00,6.10,5.93,-18.40,-18.40,-6.94
197.22,-24.24,-17.28,-24.24,-17.28,6.00,6.11,5.98,-18.24,-18.24,-6.96
199.19,-24.08,-17.10,-24.08,-17.10,6.00,6.11,6.03,-18.08,-18.08,-6.97
201.18,-23.92,-16.93,-23.92,-16.93,6.00,6.12,6.09,-17.92,-17.92,-6.99
203.19,-23.76,-16.75,-23.76,-16.75,6.00,6.13,6.15,-17.76,-17.76,-7.00
205.23,-23.60,-16.58,-23.60,-16.58,6.00,6.14,6.22,-17.60,-17.60,-7.02
207.28,-23.44,-16.40,-23.44,-16.40,6.00,6.14,6.28,-17.44,-17.44,-7.03
209.35,-23.28,-16.23,-23.28,-16.23,6.00,6.15,6.34,-17.28,-17.28,-7.05
211.44,-23.12,-16.05,-23.12,-16.05,6.00,6.16,6.41,-17.12,-17.12,-7.06
213.56,-22.96,-15.88,-22.96,-15.88,6.00,6.16,6.48,-16.96,-16.96,-7.08
215.69,-22.80,-15.71,-22.80,-15.71,6.00,6.17,6.54,-16.80,-16.80,-7.09
217.85,-22.64,-15.53,-22.64,-15.53,6.00,6.18,6.61,-16.64,-16.64,-7.10
220.03,-22.48,-15.36,-22.48,-15.36,6.00,6.19,6.67,-16.48,-16.48,-7.11
222.23,-22.32,-15.19,-22.32,-15.19,6.00,6.19,6.73,-16.32,-16.32,-7.12
224.45,-22.16,-15.02,-22.16,-15.02,6.00,6.20,6.79,-16.16,-16.16,-7.14
226.70,-22.00,-14.85,-22.00,-14.85,6.00,6.21,6.84,-16.00,-16.00,-7.15
228.96,-21.84,-14.68,-21.84,-14.68,6.00,6.21,6.89,-15.84,-15.84,-7.16
231.25,-21.68,-14.51,-21.68,-14.51,6.00,6.22,6.94,-15.68,-15.68,-7.17
233.57,-21.52,-14.34,-21.52,-14.34,6.00,6.22,6.98,-15.52,-15.52,-7.18
235.90,-21.36,-14.17,-21.36,-14.17,6.00,6.23,7.01,-15.36,-15.36,-7.19
238.26,-21.20,-14.00,-21.20,-14.00,6.00,6.24,7.04,-15.20,-15.20,-7.19
240.64,-21.04,-13.83,-21.04,-13.83,6.00,6.24,7.06,-15.04,-15.04,-7.20
243.05,-20.88,-13.66,-20.88,-13.66,6.00,6.25,7.07,-14.88,-14.88,-7.21
245.48,-20.72,-13.50,-20.72,-13.50,6.00,6.25,7.07,-14.72,-14.72,-7.22
247.93,-20.56,-13.33,-20.56,-13.33,6.00,6.25,7.07,-14.56,-14.56,-7.23
250.41,-20.40,-13.16,-20.40,-13.16,6.00,6.26,7.05,-14.40,-14.40,-7.23
252.92,-20.24,-12.99,-20.24,-12.99,6.00,6.26,7.03,-14.24,-14.24,-7.24
255.45,-20.08,-12.83,-20.08,-12.83,6.00,6.26,7.00,-14.08,-14.08,-7.25
258.00,-19.92,-12.66,-19.92,-12.66,6.00,6.26,6.96,-13.92,-13.92,-7.25
260.58,-19.76,-12.49,-19.76,-12.49,6.00,6.27,6.91,-13.76,-13.76,-7.26
263.19,-19.60,-12.33,-19.60,-12.33,6.00,6.27,6.85,-13.60,-13.60,-7.27
265.82,-19.44,-12.16,-19.44,-12.16,6.00,6.27,6.79,-13.44,-13.44,-7.27
268.48,-19.28,-12.00,-19.28,-12.00,6.00,6.26,6.72,-13.28,-13.28,-7.28
271.16,-19.12,-11.83,-19.12,-11.83,6.00,6.26,6.64,-13.12,-13.12,-7.28
273.87,-18.96,-11.67,-18.96,-11.67,6.00,6.26,6.56,-12.96,-12.96,-7.29
276.61,-18.80,-11.50,-18.80,-11.50,6.00,6.26,6.47,-12.80,-12.80,-7.29
279.38,-18.64,-11.34,-18.64,-11.34,6.00,6.25,6.38,-12.64,-12.64,-7.30
282.17,-18.48,-11.17,-18.48,-11.17,6.00,6.25,6.28,-12.48,-12.48,-7.30
284.99,-18.32,-11.01,-18.32,-11.01,6.00,6.24,6.18,-12.32,-12.32,-7.31
287.84,-18.16,-10.84,-18.16,-10.84,6.00,6.23,6.08,-12.16,-12.16,-7.31
290.72,-18.00,-10.68,-18.00,-10.68,6.00,6.22,5.98,-12.00,-12.00,-7.32
293.63,-17.84,-10.51,-17.84,-10.51,6.00,6.21,5.88,-11.84,-11.84,-7.32
296.57,-17.68,-10.35,-17.68,-10.35,6.00,6.20,5.77,-11.68,-11.68,-7.33
