frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
26.96,-7.85,-4.12,-7.85,-4.12,4.13,3.89,3.62,-3.72,-3.72,-3.73
27.23,-7.78,-4.05,-7.78,-4.05,4.05,3.80,3.69,-3.72,-3.72,-3.72
27.50,-7.71,-3.99,-7.71,-3.98,3.98,3.72,3.76,-3.73,-3.73,-3.72
27.77,-7.63,-3.91,-7.63,-3.91,3.91,3.64,3.82,-3.73,-3.73,-3.73
28.05,-7.56,-3.83,-7.56,-3.83,3.83,3.55,3.88,-3.73,-3.73,-3.72
28.33,-7.48,-3.75,-7.48,-3.75,3.75,3.47,3.93,-3.73,-3.73,-3.73
28.62,-7.39,-3.67,-7.40,-3.67,3.67,3.38,3.98,-3.72,-3.73,-3.73
28.90,-7.31,-3.59,-7.31,-3.58,3.59,3.30,4.02,-3.73,-3.72,-3.72
29.19,-7.22,-3.49,-7.22,-3.50,3.50,3.21,4.06,-3.72,-3.72,-3.73
29.48,-7.13,-3.42,-7.13,-3.41,3.41,3.13,4.08,-3.72,-3.72,-3.71
29.78,-7.04,-3.32,-7.04,-3.32,3.32,3.04,4.11,-3.72,-3.72,-3.72
30.08,-6.95,-3.23,-6.95,-3.23,3.23,2.95,4.12,-3.72,-3.72,-3.72
30.38,-6.85,-3.13,-6.85,-3.13,3.13,2.86,4.12,-3.72,-3.72,-3.72
30.68,-6.75,-3.04,-6.75,-3.03,3.03,2.77,4.11,-3.72,-3.72,-3.72
30.99,-6.65,-2.93,-6.65,-2.93,2.93,2.68,4.10,-3.72,-3.72,-3.72
31.30,-6.54,-2.82,-6.54,-2.82,2.82,2.59,4.07,-3.72,-3.72,-3.72
31.61,-6.42,-2.71,-6.43,-2.71,2.71,2.50,4.04,-3.71,-3.72,-3.71
31.93,-6.31,-2.60,-6.31,-2.60,2.60,2.41,4.00,-3.71,-3.71,-3.72
32.24,-6.20,-2.48,-6.20,-2.48,2.49,2.32,3.95,-3.71,-3.71,-3.72
32.57,-6.08,-2.37,-6.08,-2.37,2.37,2.23,3.88,-3.71,-3.71,-3.71
32.89,-5.97,-2.26,-5.96,-2.25,2.26,2.14,3.82,-3.71,-3.71,-3.71
33.22,-5.85,-2.14,-5.85,-2.14,2.14,2.04,3.74,-3.71,-3.71,-3.71
33.55,-5.73,-2.02,-5.73,-2.02,2.02,1.95,3.65,-3.71,-3.71,-3.70
33.89,-5.61,-1.90,-5.61,-1.91,1.90,1.85,3.55,-3.71,-3.71,-3.71
34.23,-5.49,-1.79,-5.49,-1.78,1.78,1.76,3.46,-3.71,-3.71,-3.70
34.57,-5.37,-1.66,-5.37,-1.66,1.66,1.67,3.35,-3.71,-3.71,-3.70
34.92,-5.24,-1.54,-5.24,-1.54,1.54,1.57,3.23,-3.70,-3.70,-3.71
35.27,-5.12,-1.42,-5.12,-1.41,1.41,1.47,3.11,-3.70,-3.70,-3.70
35.62,-4.99,-1.29,-4.99,-1.29,1.29,1.38,2.99,-3.70,-3.70,-3.70
35.97,-4.86,-1.16,-4.86,-1.17,1.17,1.28,2.86,-3.70,-3.70,-3.70
36.33,-4.74,-1.04,-4.74,-1.04,1.04,1.18,2.73,-3.69,-3.70,-3.70
36.70,-4.62,-0.92,-4.62,-0.92,0.92,1.09,2.59,-3.70,-3.70,-3.70
37.06,-4.49,-0.80,-4.49,-0.80,0.80,0.99,2.45,-3.70,-3.69,-3.70
37.43,-4.37,-0.68,-4.37,-0.68,0.68,0.89,2.31,-3.69,-3.69,-3.69
37.81,-4.25,-0.56,-4.25,-0.56,0.56,0.79,2.17,-3.69,-3.69,-3.69
38.19,-4.13,-0.44,-4.13,-0.44,0.44,0.69,2.02,-3.69,-3.69,-3.69
38.57,-4.01,-0.33,-4.01,-0.33,0.33,0.59,1.87,-3.68,-3.68,-3.68
38.95,-3.89,-0.21,-3.89,-0.21,0.21,0.49,1.72,-3.68,-3.68,-3.68
39.34,-3.78,-0.10,-3.78,-0.10,0.10,0.39,1.57,-3.68,-3.68,-3.68
39.74,-3.67,0.01,-3.67,0.01,-0.01,0.29,1.42,-3.68,-3.68,-3.68
40.14,-3.56,0.11,-3.56,0.11,-0.11,0.19,1.27,-3.67,-3.67,-3.67
40.54,-3.45,0.22,-3.45,0.22,-0.22,0.09,1.12,-3.67,-3.66,-3.67
40.94,-3.34,0.32,-3.34,0.32,-0.32,-0.01,0.97,-3.66,-3.66,-3.66
41.35,-3.23,0.42,-3.23,0.42,-0.41,-0.11,0.81,-3.64,-3.65,-3.65
41.76,-3.13,0.51,-3.13,0.51,-0.51,-0.21,0.66,-3.64,-3.64,-3.64
42.18,-3.03,0.60,-3.03,0.61,-0.61,-0.31,0.51,-3.63,-3.63,-3.63
42.60,-2.93,0.70,-2.93,0.69,-0.70,-0.41,0.35,-3.63,-3.63,-3.63
43.03,-2.83,0.78,-2.83,0.79,-0.79,-0.51,0.20,-3.62,-3.62,-3.61
43.46,-2.73,0.88,-2.73,0.88,-0.89,-0.61,0.05,-3.62,-3.62,-3.61
43.90,-2.64,0.98,-2.64,0.98,-0.98,-0.72,-0.11,-3.62,-3.62,-3.62
44.33,-2.54,1.07,-2.54,1.07,-1.07,-0.82,-0.26,-3.61,-3.61,-3.61
44.78,-2.44,1.17,-2.44,1.17,-1.17,-0.92,-0.42,-3.61,-3.61,-3.61
45.23,-2.35,1.26,-2.34,1.26,-1.26,-1.02,-0.57,-3.60,-3.60,-3.60
45.68,-2.25,1.35,-2.25,1.35,-1.34,-1.12,-0.73,-3.59,-3.59,-3.60
46.13,-2.16,1.44,-2.16,1.44,-1.43,-1.22,-0.88,-3.59,-3.59,-3.60
46.60,-2.07,1.51,-2.06,1.52,-1.52,-1.31,-1.04,-3.58,-3.58,-3.58
47.06,-1.97,1.60,-1.97,1.60,-1.60,-1.41,-1.19,-3.58,-3.58,-3.57
47.53,-1.88,1.69,-1.88,1.68,-1.69,-1.51,-1.35,-3.57,-3.57,-3.57
48.01,-1.79,1.76,-1.79,1.77,-1.77,-1.61,-1.50,-3.57,-3.57,-3.55
48.49,-1.70,1.85,-1.70,1.85,-1.86,-1.70,-1.66,-3.56,-3.56,-3.56
48.97,-1.61,1.95,-1.61,1.95,-1.94,-1.80,-1.81,-3.56,-3.56,-3.56
49.46,-1.53,2.04,-1.53,2.04,-2.03,-1.89,-1.97,-3.56,-3.56,-3.56
49.96,-1.44,2.12,-1.44,2.12,-2.11,-1.99,-2.12,-3.56,-3.55,-3.57
50.46,-1.36,2.19,-1.36,2.19,-2.19,-2.08,-2.27,-3.55,-3.55,-3.55
50.96,-1.28,2.26,-1.28,2.27,-2.27,-2.17,-2.42,-3.55,-3.55,-3.54
51.47,-1.20,2.35,-1.19,2.34,-2.34,-2.26,-2.57,-3.54,-3.54,-3.54
51.99,-1.11,2.42,-1.11,2.42,-2.42,-2.35,-2.72,-3.53,-3.53,-3.54
52.51,-1.04,2.48,-1.04,2.49,-2.49,-2.44,-2.87,-3.52,-3.52,-3.52
53.03,-0.96,2.55,-0.96,2.55,-2.55,-2.52,-3.01,-3.51,-3.51,-3.51
53.56,-0.88,2.62,-0.88,2.62,-2.62,-2.61,-3.16,-3.50,-3.50,-3.50
54.10,-0.81,2.68,-0.81,2.68,-2.68,-2.69,-3.30,-3.49,-3.49,-3.49
54.64,-0.74,2.74,-0.74,2.75,-2.74,-2.77,-3.43,-3.48,-3.48,-3.48
55.18,-0.67,2.81,-0.67,2.81,-2.80,-2.85,-3.56,-3.47,-3.47,-3.48
55.74,-0.60,2.87,-0.60,2.86,-2.86,-2.93,-3.69,-3.46,-3.46,-3.47
56.29,-0.54,2.91,-0.54,2.91,-2.91,-3.00,-3.81,-3.45,-3.45,-3.45
56.86,-0.47,2.96,-0.47,2.97,-2.97,-3.08,-3.92,-3.44,-3.44,-3.44
57.42,-0.41,3.02,-0.41,3.01,-3.01,-3.15,-4.03,-3.42,-3.42,-3.43
58.00,-0.35,3.06,-0.35,3.06,-3.06,-3.22,-4.13,-3.41,-3.41,-3.41
58.58,-0.28,3.11,-0.28,3.11,-3.11,-3.28,-4.22,-3.39,-3.39,-3.39
59.16,-0.22,3.15,-0.22,3.15,-3.15,-3.35,-4.31,-3.37,-3.37,-3.37
59.76,-0.16,3.19,-0.16,3.19,-3.20,-3.41,-4.39,-3.36,-3.36,-3.35
60.35,-0.10,3.24,-0.10,3.24,-3.24,-3.47,-4.46,-3.34,-3.34,-3.34
60.96,-0.04,3.28,-0.04,3.29,-3.29,-3.52,-4.51,-3.33,-3.33,-3.32
61.57,0.01,3.34,0.01,3.33,-3.33,-3.57,-4.56,-3.32,-3.32,-3.32
62.18,0.07,3.39,0.07,3.38,-3.38,-3.62,-4.60,-3.31,-3.31,-3.31
62.80,0.13,3.42,0.13,3.43,-3.42,-3.67,-4.63,-3.29,-3.29,-3.29
63.43,0.19,3.47,0.19,3.47,-3.46,-3.72,-4.65,-3.28,-3.28,-3.28
64.07,0.24,3.51,0.24,3.51,-3.51,-3.76,-4.66,-3.26,-3.26,-3.27
64.71,0.30,3.54,0.30,3.54,-3.54,-3.80,-4.66,-3.25,-3.25,-3.25
65.35,0.35,3.58,0.35,3.58,-3.58,-3.83,-4.65,-3.23,-3.23,-3.23
66.01,0.41,3.62,0.41,3.62,-3.62,-3.87,-4.64,-3.21,-3.21,-3.21
66.67,0.46,3.65,0.46,3.65,-3.66,-3.90,-4.61,-3.19,-3.19,-3.19
67.33,0.52,3.69,0.52,3.69,-3.69,-3.93,-4.58,-3.17,-3.17,-3.17
68.01,0.58,3.73,0.58,3.73,-3.73,-3.95,-4.54,-3.15,-3.15,-3.15
68.69,0.63,3.76,0.63,3.77,-3.76,-3.97,-4.49,-3.13,-3.13,-3.13
69.37,0.68,3.80,0.68,3.80,-3.80,-3.99,-4.44,-3.12,-3.12,-3.12
70.07,0.73,3.83,0.73,3.83,-3.83,-4.01,-4.38,-3.10,-3.10,-3.10
70.77,0.78,3.86,0.78,3.86,-3.86,-4.02,-4.32,-3.08,-3.08,-3.07
71.48,0.84,3.89,0.84,3.89,-3.89,-4.03,-4.25,-3.06,-3.06,-3.05
72.19,0.89,3.92,0.89,3.92,-3.92,-4.04,-4.18,-3.04,-3.04,-3.04
72.91,0.93,3.95,0.93,3.95,-3.95,-4.05,-4.11,-3.02,-3.02,-3.02
73.64,0.98,3.98,0.98,3.98,-3.97,-4.05,-4.04,-3.00,-3.00,-3.00
74.38,1.02,3.99,1.02,4.00,-4.00,-4.05,-3.96,-2.98,-2.98,-2.98
75.12,1.06,4.02,1.06,4.02,-4.02,-4.05,-3.88,-2.96,-2.96,-2.96
75.87,1.10,4.03,1.10,4.03,-4.03,-4.04,-3.80,-2.94,-2.94,-2.93
76.63,1.13,4.04,1.13,4.04,-4.04,-4.04,-3.73,-2.91,-2.91,-2.91
77.40,1.17,4.05,1.17,4.05,-4.05,-4.03,-3.65,-2.88,-2.89,-2.88
78.17,1.20,4.06,1.20,4.06,-4.06,-4.02,-3.57,-2.86,-2.86,-2.87
78.95,1.22,4.06,1.23,4.06,-4.06,-4.01,-3.49,-2.83,-2.83,-2.83
79.74,1.25,4.06,1.25,4.06,-4.05,-3.99,-3.41,-2.80,-2.81,-2.81
80.54,1.27,4.05,1.27,4.05,-4.05,-3.98,-3.34,-2.78,-2.78,-2.78
81.35,1.28,4.04,1.28,4.04,-4.04,-3.96,-3.26,-2.76,-2.76,-2.76
82.16,1.29,4.02,1.29,4.02,-4.03,-3.94,-3.19,-2.74,-2.74,-2.74
82.98,1.29,4.00,1.29,4.00,-4.01,-3.92,-3.12,-2.72,-2.72,-2.70
83.81,1.30,3.99,1.30,3.99,-3.99,-3.89,-3.05,-2.69,-2.69,-2.69
84.65,1.31,3.98,1.31,3.97,-3.97,-3.87,-2.98,-2.66,-2.66,-2.67
85.50,1.32,3.96,1.32,3.96,-3.95,-3.84,-2.92,-2.63,-2.63,-2.63
86.35,1.32,3.93,1.32,3.93,-3.92,-3.81,-2.85,-2.61,-2.61,-2.61
87.22,1.31,3.90,1.31,3.90,-3.90,-3.78,-2.79,-2.59,-2.59,-2.59
88.09,1.30,3.87,1.30,3.87,-3.87,-3.75,-2.73,-2.57,-2.57,-2.57
88.97,1.29,3.83,1.29,3.83,-3.84,-3.72,-2.68,-2.54,-2.54,-2.54
89.86,1.28,3.80,1.28,3.80,-3.80,-3.69,-2.62,-2.52,-2.52,-2.52
90.76,1.27,3.77,1.27,3.77,-3.77,-3.65,-2.57,-2.50,-2.50,-2.50
91.66,1.25,3.73,1.25,3.73,-3.73,-3.61,-2.52,-2.47,-2.48,-2.47
92.58,1.23,3.70,1.23,3.69,-3.69,-3.58,-2.47,-2.46,-2.45,-2.46
93.51,1.21,3.64,1.21,3.65,-3.65,-3.54,-2.42,-2.44,-2.44,-2.43
94.44,1.19,3.60,1.19,3.60,-3.61,-3.50,-2.38,-2.42,-2.42,-2.41
95.39,1.16,3.56,1.16,3.56,-3.56,-3.45,-2.33,-2.40,-2.40,-2.39
96.34,1.13,3.52,1.14,3.52,-3.52,-3.41,-2.29,-2.38,-2.38,-2.38
97.30,1.11,3.47,1.11,3.47,-3.47,-3.37,-2.25,-2.36,-2.36,-2.37
98.28,1.08,3.42,1.08,3.43,-3.42,-3.32,-2.22,-2.35,-2.35,-2.35
99.26,1.05,3.38,1.05,3.38,-3.38,-3.27,-2.18,-2.33,-2.33,-2.33
100.25,1.02,3.33,1.02,3.33,-3.33,-3.22,-2.15,-2.31,-2.31,-2.31
101.25,0.98,3.28,0.98,3.28,-3.28,-3.17,-2.12,-2.29,-2.29,-2.29
102.27,0.95,3.22,0.95,3.23,-3.22,-3.12,-2.09,-2.28,-2.28,-2.27
103.29,0.91,3.18,0.91,3.17,-3.17,-3.07,-2.06,-2.26,-2.26,-2.27
104.32,0.88,3.11,0.88,3.12,-3.12,-3.02,-2.03,-2.24,-2.24,-2.24
105.37,0.84,3.06,0.84,3.06,-3.06,-2.96,-2.00,-2.23,-2.22,-2.22
106.42,0.80,3.01,0.80,3.01,-3.01,-2.90,-1.98,-2.21,-2.21,-2.20
107.48,0.77,2.95,0.76,2.96,-2.95,-2.85,-1.95,-2.19,-2.19,-2.19
108.56,0.72,2.90,0.72,2.90,-2.90,-2.79,-1.93,-2.18,-2.17,-2.18
109.64,0.68,2.84,0.68,2.84,-2.84,-2.72,-1.91,-2.16,-2.16,-2.17
110.74,0.63,2.78,0.63,2.78,-2.78,-2.66,-1.88,-2.15,-2.15,-2.15
111.85,0.58,2.71,0.58,2.72,-2.72,-2.60,-1.86,-2.14,-2.14,-2.13
112.97,0.53,2.66,0.53,2.66,-2.66,-2.53,-1.84,-2.13,-2.13,-2.14
114.10,0.47,2.59,0.47,2.60,-2.60,-2.46,-1.82,-2.13,-2.13,-2.12
115.24,0.42,2.53,0.41,2.53,-2.53,-2.40,-1.80,-2.12,-2.12,-2.12
116.39,0.35,2.46,0.35,2.46,-2.46,-2.33,-1.78,-2.11,-2.11,-2.11
117.55,0.29,2.39,0.29,2.40,-2.39,-2.25,-1.76,-2.10,-2.10,-2.11
118.73,0.22,2.33,0.22,2.32,-2.32,-2.18,-1.74,-2.09,-2.10,-2.10
119.92,0.15,2.24,0.15,2.24,-2.24,-2.11,-1.72,-2.09,-2.09,-2.09
121.12,0.07,2.16,0.08,2.16,-2.16,-2.03,-1.71,-2.08,-2.08,-2.08
122.33,-0.00,2.08,-0.00,2.07,-2.07,-1.95,-1.69,-2.07,-2.07,-2.08
123.55,-0.09,1.98,-0.09,1.98,-1.98,-1.87,-1.67,-2.07,-2.07,-2.06
124.79,-0.17,1.89,-0.17,1.89,-1.89,-1.79,-1.65,-2.06,-2.06,-2.06
126.03,-0.26,1.79,-0.26,1.79,-1.80,-1.71,-1.62,-2.06,-2.06,-2.05
127.29,-0.35,1.70,-0.35,1.70,-1.70,-1.63,-1.60,-2.05,-2.06,-2.05
128.57,-0.45,1.61,-0.45,1.61,-1.60,-1.55,-1.58,-2.05,-2.05,-2.06
129.85,-0.54,1.51,-0.54,1.51,-1.50,-1.47,-1.56,-2.05,-2.05,-2.05
131.15,-0.64,1.41,-0.64,1.40,-1.40,-1.38,-1.54,-2.04,-2.04,-2.05
132.46,-0.75,1.30,-0.75,1.30,-1.29,-1.30,-1.52,-2.04,-2.04,-2.05
133.79,-0.85,1.18,-0.85,1.19,-1.19,-1.21,-1.49,-2.04,-2.04,-2.03
135.12,-0.96,1.08,-0.96,1.07,-1.08,-1.13,-1.47,-2.04,-2.04,-2.04
136.48,-1.06,0.96,-1.06,0.96,-0.97,-1.04,-1.45,-2.03,-2.03,-2.03
137.84,-1.17,0.86,-1.17,0.86,-0.86,-0.95,-1.43,-2.03,-2.03,-2.02
139.22,-1.27,0.76,-1.27,0.76,-0.75,-0.87,-1.40,-2.02,-2.02,-2.03
140.61,-1.37,0.66,-1.37,0.65,-0.65,-0.79,-1.38,-2.02,-2.01,-2.03
142.02,-1.47,0.54,-1.47,0.54,-0.54,-0.70,-1.36,-2.01,-2.01,-2.00
143.44,-1.56,0.44,-1.56,0.44,-0.44,-0.62,-1.33,-2.00,-2.00,-2.00
144.87,-1.66,0.34,-1.66,0.34,-0.34,-0.54,-1.31,-2.00,-2.00,-2.00
146.32,-1.75,0.25,-1.75,0.24,-0.24,-0.46,-1.29,-1.99,-1.99,-2.00
147.78,-1.83,0.15,-1.84,0.15,-0.15,-0.38,-1.26,-1.99,-1.99,-1.98
149.26,-1.92,0.06,-1.92,0.07,-0.07,-0.31,-1.24,-1.99,-1.99,-1.98
150.75,-1.99,-0.00,-1.99,-0.01,0.01,-0.24,-1.22,-1.99,-1.99,-1.99
152.26,-2.06,-0.07,-2.06,-0.08,0.08,-0.17,-1.20,-1.98,-1.99,-1.99
153.78,-2.13,-0.14,-2.12,-0.14,0.14,-0.10,-1.18,-1.99,-1.99,-1.98
155.32,-2.18,-0.19,-2.18,-0.19,0.19,-0.04,-1.15,-1.99,-1.99,-1.99
156.88,-2.23,-0.24,-2.23,-0.24,0.24,0.02,-1.13,-1.99,-1.99,-1.99
158.44,-2.28,-0.28,-2.28,-0.28,0.28,0.07,-1.11,-2.00,-2.00,-2.00
160.03,-2.32,-0.32,-2.32,-0.31,0.32,0.13,-1.09,-2.01,-2.00,-2.01
161.63,-2.35,-0.34,-2.35,-0.34,0.34,0.17,-1.08,-2.01,-2.01,-2.01
163.24,-2.38,-0.36,-2.38,-0.36,0.36,0.21,-1.06,-2.02,-2.02,-2.02
164.88,-2.41,-0.39,-2.40,-0.38,0.38,0.25,-1.04,-2.03,-2.02,-2.02
166.53,-2.41,-0.39,-2.41,-0.39,0.39,0.28,-1.02,-2.03,-2.03,-2.03
168.19,-2.42,-0.38,-2.42,-0.39,0.39,0.30,-1.01,-2.03,-2.03,-2.04
169.87,-2.43,-0.38,-2.42,-0.38,0.39,0.33,-0.99,-2.04,-2.04,-2.04
171.57,-2.43,-0.38,-2.43,-0.38,0.38,0.34,-0.97,-2.05,-2.05,-2.05
173.29,-2.42,-0.36,-2.43,-0.37,0.36,0.35,-0.96,-2.06,-2.06,-2.06
175.02,-2.42,-0.35,-2.42,-0.35,0.34,0.36,-0.95,-2.08,-2.08,-2.07
176.77,-2.41,-0.33,-2.41,-0.32,0.32,0.36,-0.93,-2.09,-2.09,-2.09
178.54,-2.39,-0.28,-2.39,-0.29,0.29,0.35,-0.92,-2.10,-2.10,-2.10
180.32,-2.36,-0.25,-2.36,-0.25,0.25,0.35,-0.91,-2.11,-2.11,-2.11
182.13,-2.34,-0.22,-2.34,-0.21,0.22,0.33,-0.90,-2.12,-2.12,-2.12
183.95,-2.31,-0.17,-2.31,-0.17,0.17,0.31,-0.89,-2.13,-2.14,-2.14
185.79,-2.28,-0.13,-2.28,-0.13,0.13,0.29,-0.88,-2.15,-2.15,-2.15
187.65,-2.25,-0.08,-2.25,-0.08,0.08,0.27,-0.87,-2.16,-2.16,-2.17
189.52,-2.21,-0.04,-2.21,-0.04,0.04,0.24,-0.86,-2.17,-2.17,-2.17
191.42,-2.17,0.01,-2.17,0.01,-0.01,0.20,-0.85,-2.18,-2.18,-2.18
193.33,-2.13,0.06,-2.13,0.06,-0.06,0.17,-0.84,-2.19,-2.19,-2.19
195.27,-2.09,0.11,-2.09,0.11,-0.11,0.13,-0.83,-2.20,-2.20,-2.20
197.22,-2.05,0.16,-2.05,0.16,-0.16,0.09,-0.83,-2.21,-2.21,-2.21
199.19,-2.01,0.22,-2.01,0.21,-0.21,0.05,-0.82,-2.22,-2.22,-2.23
201.18,-1.97,0.26,-1.96,0.26,-0.26,0.00,-0.82,-2.23,-2.22,-2.22
203.19,-1.92,0.30,-1.92,0.31,-0.31,-0.04,-0.81,-2.23,-2.23,-2.22
205.23,-1.87,0.36,-1.87,0.35,-0.36,-0.09,-0.81,-2.22,-2.22,-2.23
207.28,-1.82,0.40,-1.82,0.40,-0.40,-0.14,-0.81,-2.22,-2.22,-2.22
209.35,-1.78,0.45,-1.78,0.45,-0.44,-0.19,-0.81,-2.22,-2.22,-2.23
211.44,-1.74,0.50,-1.74,0.49,-0.49,-0.24,-0.80,-2.23,-2.23,-2.23
213.56,-1.70,0.52,-1.70,0.52,-0.53,-0.29,-0.80,-2.23,-2.23,-2.22
215.69,-1.66,0.55,-1.66,0.56,-0.57,-0.34,-0.80,-2.22,-2.22,-2.21
217.85,-1.61,0.60,-1.61,0.60,-0.60,-0.40,-0.80,-2.21,-2.21,-2.21
220.03,-1.57,0.64,-1.57,0.64,-0.64,-0.45,-0.81,-2.20,-2.20,-2.21
222.23,-1.52,0.68,-1.53,0.67,-0.67,-0.50,-0.81,-2.19,-2.19,-2.20
224.45,-1.49,0.70,-1.49,0.70,-0.69,-0.55,-0.81,-2.18,-2.18,-2.18
226.70,-1.45,0.72,-1.45,0.72,-0.72,-0.60,-0.81,-2.17,-2.17,-2.17
228.96,-1.41,0.74,-1.41,0.74,-0.74,-0.65,-0.82,-2.16,-2.16,-2.16
231.25,-1.38,0.76,-1.38,0.76,-0.76,-0.70,-0.82,-2.14,-2.14,-2.14
233.57,-1.35,0.78,-1.35,0.78,-0.78,-0.75,-0.83,-2.13,-2.13,-2.12
235.90,-1.31,0.80,-1.31,0.80,-0.80,-0.80,-0.84,-2.11,-2.11,-2.11
238.26,-1.28,0.82,-1.28,0.82,-0.82,-0.85,-0.85,-2.10,-2.09,-2.10
240.64,-1.24,0.83,-1.24,0.83,-0.83,-0.90,-0.86,-2.07,-2.08,-2.08
243.05,-1.21,0.85,-1.21,0.85,-0.85,-0.95,-0.87,-2.05,-2.05,-2.05
245.48,-1.17,0.86,-1.17,0.86,-0.86,-0.99,-0.88,-2.03,-2.03,-2.03
247.93,-1.13,0.88,-1.13,0.88,-0.88,-1.04,-0.89,-2.01,-2.01,-2.01
250.41,-1.10,0.90,-1.10,0.89,-0.89,-1.08,-0.90,-1.99,-1.99,-2.00
252.92,-1.06,0.90,-1.06,0.91,-0.91,-1.13,-0.91,-1.97,-1.96,-1.96
255.45,-1.02,0.92,-1.02,0.92,-0.92,-1.17,-0.93,-1.94,-1.94,-1.93
258.00,-0.97,0.94,-0.97,0.94,-0.94,-1.22,-0.94,-1.91,-1.91,-1.91
260.58,-0.93,0.96,-0.92,0.96,-0.96,-1.26,-0.96,-1.88,-1.88,-1.89
263.19,-0.87,0.98,-0.87,0.98,-0.98,-1.30,-0.98,-1.85,-1.85,-1.85
265.82,-0.82,1.01,-0.82,1.00,-1.00,-1.34,-1.00,-1.82,-1.82,-1.83
268.48,-0.77,1.03,-0.77,1.03,-1.03,-1.38,-1.02,-1.80,-1.80,-1.80
271.16,-0.71,1.06,-0.71,1.06,-1.06,-1.43,-1.04,-1.77,-1.77,-1.76
273.87,-0.64,1.10,-0.64,1.09,-1.10,-1.47,-1.06,-1.74,-1.74,-1.74
276.61,-0.57,1.13,-0.58,1.13,-1.14,-1.51,-1.09,-1.71,-1.71,-1.71
279.38,-0.51,1.17,-0.50,1.18,-1.18,-1.55,-1.11,-1.69,-1.68,-1.68
282.17,-0.43,1.23,-0.43,1.23,-1.23,-1.59,-1.14,-1.65,-1.66,-1.66
284.99,-0.34,1.28,-0.35,1.28,-1.28,-1.63,-1.16,-1.63,-1.63,-1.62
287.84,-0.26,1.34,-0.26,1.34,-1.34,-1.67,-1.19,-1.60,-1.60,-1.60
290.72,-0.17,1.40,-0.17,1.40,-1.40,-1.72,-1.22,-1.57,-1.57,-1.57
293.63,-0.07,1.47,-0.07,1.47,-1.47,-1.76,-1.25,-1.54,-1.54,-1.54
