frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
36.33,-7.89,-20.73,-7.89,-20.74,6.00,5.83,6.60,-1.89,-1.89,12.84
36.70,-7.65,-20.49,-7.64,-20.48,6.00,5.82,6.49,-1.65,-1.64,12.84
37.06,-7.33,-20.17,-7.33,-20.17,6.00,5.80,6.37,-1.33,-1.33,12.84
37.43,-6.95,-19.79,-6.97,-19.80,6.00,5.79,6.26,-0.95,-0.97,12.83
37.81,-6.57,-19.40,-6.56,-19.39,6.00,5.78,6.15,-0.57,-0.56,12.83
38.19,-6.08,-18.91,-6.08,-18.91,6.00,5.76,6.03,-0.08,-0.08,12.82
38.57,-5.57,-18.39,-5.53,-18.35,6.00,5.75,5.92,0.43,0.47,12.82
38.95,-4.91,-17.73,-4.93,-17.74,6.00,5.73,5.81,1.09,1.07,12.82
39.34,-4.28,-17.09,-4.30,-17.11,6.00,5.72,5.70,1.72,1.70,12.81
39.74,-3.68,-16.49,-3.67,-16.48,6.00,5.70,5.60,2.32,2.33,12.81
40.14,-3.08,-15.88,-3.06,-15.86,6.00,5.69,5.50,2.92,2.94,12.80
40.54,-2.46,-15.26,-2.48,-15.27,6.00,5.67,5.40,3.54,3.52,12.80
40.94,-1.90,-14.69,-1.92,-14.71,6.00,5.65,5.30,4.10,4.08,12.79
41.35,-1.42,-14.20,-1.40,-14.18,6.00,5.64,5.21,4.58,4.60,12.79
41.76,-0.90,-13.68,-0.90,-13.68,6.00,5.62,5.12,5.10,5.10,12.78
42.18,-0.41,-13.19,-0.41,-13.18,6.00,5.60,5.03,5.59,5.59,12.77
42.60,0.09,-12.68,0.08,-12.69,6.00,5.58,4.95,6.09,6.08,12.77
43.03,0.53,-12.23,0.52,-12.24,6.00,5.56,4.87,6.53,6.52,12.76
43.46,0.96,-11.79,0.96,-11.79,6.00,5.54,4.79,6.96,6.96,12.75
43.90,1.37,-11.38,1.41,-11.34,6.00,5.52,4.72,7.37,7.41,12.75
44.33,1.89,-10.85,1.88,-10.86,6.00,5.50,4.65,7.89,7.88,12.74
44.78,2.37,-10.36,2.35,-10.38,6.00,5.48,4.59,8.37,8.35,12.73
45.23,2.81,-9.92,2.82,-9.90,6.00,5.46,4.52,8.81,8.82,12.72
45.68,3.25,-9.47,3.23,-9.49,6.00,5.43,4.47,9.25,9.23,12.72
46.13,3.62,-9.09,3.60,-9.10,6.03,5.41,4.41,9.64,9.63,12.71
46.60,3.95,-8.75,3.96,-8.74,6.07,5.38,4.36,10.02,10.03,12.70
47.06,4.33,-8.36,4.34,-8.35,6.10,5.36,4.31,10.43,10.44,12.69
47.53,4.76,-7.91,4.80,-7.88,6.08,5.33,4.27,10.84,10.88,12.68
48.01,5.34,-7.33,5.32,-7.35,5.99,5.31,4.23,11.33,11.31,12.67
48.49,5.88,-6.78,5.86,-6.80,5.84,5.28,4.19,11.71,11.69,12.66
48.97,6.41,-6.24,6.43,-6.22,5.61,5.25,4.15,12.02,12.04,12.65
49.46,6.96,-5.67,7.00,-5.64,5.34,5.22,4.12,12.30,12.34,12.64
49.96,7.59,-5.04,7.57,-5.06,5.04,5.19,4.09,12.63,12.61,12.63
50.46,8.06,-4.56,8.05,-4.56,4.74,5.16,4.06,12.80,12.79,12.61
50.96,8.43,-4.17,8.40,-4.20,4.47,5.13,4.04,12.90,12.87,12.60
51.47,8.57,-4.02,8.58,-4.01,4.25,5.09,4.01,12.82,12.82,12.59
51.99,8.63,-3.95,8.63,-3.94,4.09,5.06,3.99,12.72,12.72,12.58
52.51,8.56,-4.00,8.57,-3.99,4.02,5.02,3.97,12.58,12.59,12.56
53.03,8.46,-4.09,8.43,-4.12,4.06,4.99,3.94,12.52,12.50,12.55
53.56,8.24,-4.29,8.25,-4.28,4.19,4.95,3.92,12.43,12.44,12.53
54.10,8.03,-4.49,8.08,-4.44,4.37,4.91,3.90,12.41,12.45,12.52
54.64,7.91,-4.59,7.90,-4.60,4.61,4.87,3.88,12.53,12.52,12.50
55.18,7.75,-4.74,7.73,-4.76,4.87,4.83,3.86,12.62,12.59,12.49
55.74,7.50,-4.97,7.50,-4.97,5.10,4.78,3.84,12.61,12.60,12.47
56.29,7.21,-5.24,7.21,-5.25,5.30,4.74,3.82,12.51,12.51,12.45
56.86,6.86,-5.57,6.85,-5.59,5.44,4.69,3.79,12.31,12.29,12.44
57.42,6.50,-5.92,6.48,-5.94,5.52,4.64,3.77,12.02,12.01,12.42
58.00,6.12,-6.28,6.15,-6.25,5.54,4.59,3.74,11.66,11.69,12.40
58.58,5.91,-6.47,5.92,-6.46,5.48,4.54,3.71,11.39,11.41,12.38
59.16,5.82,-6.54,5.84,-6.52,5.35,4.48,3.67,11.18,11.19,12.36
59.76,5.93,-6.41,5.92,-6.42,5.18,4.42,3.63,11.11,11.10,12.34
60.35,6.11,-6.20,6.13,-6.19,4.96,4.36,3.59,11.07,11.09,12.32
60.96,6.49,-5.80,6.47,-5.82,4.67,4.30,3.55,11.16,11.14,12.29
61.57,6.90,-5.37,6.92,-5.35,4.34,4.24,3.50,11.24,11.26,12.27
62.18,7.46,-4.78,7.46,-4.78,3.98,4.17,3.45,11.45,11.45,12.25
62.80,8.07,-4.16,8.06,-4.17,3.61,4.10,3.39,11.68,11.67,12.22
63.43,8.67,-3.52,8.68,-3.52,3.21,4.02,3.33,11.88,11.89,12.20
64.07,9.29,-2.88,9.30,-2.88,2.79,3.94,3.27,12.08,12.08,12.17
64.71,9.85,-2.30,9.84,-2.31,2.38,3.86,3.20,12.23,12.22,12.15
65.35,10.32,-1.80,10.28,-1.84,2.00,3.77,3.12,12.32,12.27,12.12
66.01,10.58,-1.51,10.62,-1.47,1.66,3.68,3.05,12.24,12.28,12.09
66.67,10.81,-1.25,10.84,-1.22,1.38,3.58,2.97,12.19,12.22,12.06
67.33,11.01,-1.02,10.93,-1.11,1.17,3.48,2.88,12.18,12.09,12.03
68.01,10.91,-1.09,10.92,-1.08,1.04,3.37,2.79,11.96,11.97,12.00
68.69,10.81,-1.16,10.86,-1.11,1.02,3.26,2.70,11.84,11.89,11.97
69.37,10.76,-1.18,10.77,-1.17,1.07,3.13,2.61,11.83,11.84,11.94
70.07,10.73,-1.17,10.73,-1.18,1.17,3.00,2.51,11.90,11.90,11.90
70.77,10.62,-1.25,10.63,-1.24,1.33,2.86,2.41,11.95,11.96,11.87
71.48,10.49,-1.34,10.44,-1.40,1.54,2.72,2.31,12.04,11.98,11.84
72.19,10.10,-1.70,10.11,-1.69,1.77,2.56,2.21,11.87,11.88,11.80
72.91,9.69,-2.08,9.66,-2.11,1.98,2.39,2.10,11.67,11.64,11.76
73.64,9.15,-2.58,9.15,-2.57,2.16,2.21,1.99,11.31,11.32,11.73
74.38,8.66,-3.03,8.70,-2.99,2.30,2.02,1.88,10.96,11.00,11.69
75.12,8.37,-3.28,8.36,-3.29,2.38,1.82,1.77,10.75,10.74,11.65
75.87,8.18,-3.43,8.21,-3.40,2.40,1.60,1.66,10.58,10.61,11.61
76.63,8.24,-3.33,8.24,-3.33,2.34,1.37,1.55,10.58,10.57,11.57
77.40,8.42,-3.11,8.43,-3.10,2.18,1.12,1.44,10.60,10.61,11.53
78.17,8.77,-2.71,8.78,-2.70,1.94,0.86,1.33,10.71,10.72,11.49
78.95,9.24,-2.21,9.23,-2.21,1.62,0.58,1.21,10.85,10.85,11.44
79.74,9.78,-1.62,9.77,-1.63,1.24,0.29,1.10,11.01,11.00,11.40
80.54,10.31,-1.04,10.32,-1.03,0.82,-0.02,0.98,11.13,11.14,11.35
81.35,10.88,-0.43,10.86,-0.45,0.40,-0.34,0.87,11.28,11.26,11.31
82.16,11.35,0.09,11.35,0.09,-0.03,-0.66,0.75,11.32,11.31,11.26
82.98,11.79,0.58,11.80,0.59,-0.50,-0.99,0.64,11.30,11.31,11.21
83.81,12.21,1.05,12.22,1.05,-0.99,-1.32,0.52,11.22,11.23,11.17
84.65,12.62,1.51,12.60,1.48,-1.50,-1.63,0.41,11.12,11.10,11.12
85.50,12.97,1.90,12.97,1.91,-2.01,-1.92,0.29,10.96,10.96,11.07
86.35,13.32,2.31,13.35,2.33,-2.47,-2.18,0.18,10.85,10.88,11.02
87.22,13.73,2.76,13.74,2.78,-2.85,-2.40,0.06,10.88,10.90,10.97
88.09,14.12,3.21,14.14,3.22,-3.15,-2.57,-0.06,10.98,10.99,10.91
88.97,14.44,3.58,14.43,3.56,-3.35,-2.68,-0.17,11.09,11.07,10.86
89.86,14.56,3.75,14.52,3.71,-3.46,-2.73,-0.29,11.10,11.06,10.81
90.76,14.34,3.59,14.40,3.65,-3.48,-2.72,-0.40,10.87,10.93,10.76
91.66,13.90,3.20,13.89,3.18,-3.39,-2.67,-0.52,10.51,10.49,10.70
92.58,13.15,2.50,12.98,2.33,-3.22,-2.58,-0.64,9.93,9.76,10.65
93.51,11.62,1.02,11.63,1.04,-2.98,-2.46,-0.75,8.64,8.65,10.59
94.44,10.14,-0.40,10.06,-0.48,-2.70,-2.32,-0.87,7.44,7.37,10.54
95.39,8.46,-2.02,8.66,-1.82,-2.40,-2.17,-0.99,6.06,6.26,10.48
96.34,7.59,-2.83,7.67,-2.76,-2.09,-2.03,-1.11,5.50,5.57,10.43
97.30,7.27,-3.10,7.16,-3.21,-1.78,-1.90,-1.22,5.49,5.38,10.37
98.28,7.04,-3.27,7.14,-3.17,-1.49,-1.78,-1.34,5.55,5.65,10.31
99.26,7.43,-2.82,7.40,-2.86,-1.23,-1.68,-1.45,6.20,6.17,10.26
100.25,7.86,-2.33,7.89,-2.31,-1.01,-1.60,-1.57,6.85,6.87,10.20
101.25,8.52,-1.62,8.51,-1.63,-0.87,-1.54,-1.69,7.66,7.65,10.14
102.27,9.13,-0.95,9.08,-1.00,-0.79,-1.51,-1.80,8.34,8.29,10.08
103.29,9.55,-0.47,9.55,-0.47,-0.79,-1.51,-1.91,8.77,8.77,10.03
104.32,9.87,-0.10,9.85,-0.12,-0.86,-1.54,-2.03,9.01,8.99,9.97
105.37,9.99,0.08,9.98,0.08,-1.01,-1.59,-2.14,8.98,8.97,9.91
106.42,10.03,0.18,10.02,0.16,-1.22,-1.68,-2.25,8.81,8.79,9.85
107.48,9.97,0.18,9.99,0.20,-1.48,-1.79,-2.36,8.49,8.51,9.79
108.56,10.00,0.27,10.01,0.27,-1.77,-1.94,-2.46,8.23,8.23,9.74
109.64,10.09,0.41,10.12,0.44,-2.07,-2.11,-2.56,8.02,8.05,9.68
110.74,10.36,0.74,10.36,0.74,-2.33,-2.31,-2.66,8.04,8.04,9.62
111.85,10.71,1.15,10.70,1.14,-2.56,-2.55,-2.76,8.16,8.15,9.56
112.97,11.13,1.62,11.12,1.62,-2.80,-2.80,-2.85,8.33,8.32,9.51
114.10,11.58,2.13,11.59,2.14,-3.09,-3.08,-2.94,8.49,8.50,9.45
115.24,12.10,2.71,12.10,2.71,-3.44,-3.37,-3.03,8.66,8.66,9.39
116.39,12.64,3.30,12.63,3.30,-3.85,-3.67,-3.11,8.80,8.79,9.34
117.55,13.18,3.90,13.18,3.90,-4.30,-3.95,-3.18,8.88,8.88,9.28
118.73,13.71,4.48,13.73,4.51,-4.79,-4.21,-3.26,8.92,8.95,9.23
119.92,14.25,5.08,14.27,5.10,-5.15,-4.42,-3.32,9.10,9.12,9.17
121.12,14.73,5.61,14.74,5.62,-5.38,-4.58,-3.38,9.35,9.36,9.12
122.33,15.04,5.98,15.03,5.96,-5.46,-4.66,-3.43,9.58,9.56,9.07
123.55,15.07,6.06,15.03,6.01,-5.41,-4.66,-3.48,9.66,9.61,9.01
124.79,14.66,5.70,14.70,5.74,-5.22,-4.59,-3.52,9.44,9.48,8.96
126.03,13.94,5.03,13.92,5.01,-4.90,-4.45,-3.56,9.04,9.02,8.91
127.29,12.85,3.99,12.64,3.78,-4.47,-4.25,-3.59,8.38,8.17,8.86
128.57,11.11,2.30,11.14,2.33,-3.94,-4.03,-3.61,7.16,7.20,8.81
129.85,9.42,0.66,9.62,0.86,-3.41,-3.78,-3.63,6.01,6.21,8.76
131.15,8.48,-0.23,8.43,-0.27,-2.94,-3.53,-3.64,5.54,5.50,8.71
132.46,7.67,-0.99,7.72,-0.93,-2.58,-3.28,-3.65,5.10,5.15,8.66
133.79,7.57,-1.04,7.52,-1.09,-2.36,-3.05,-3.65,5.21,5.16,8.61
135.12,7.57,-0.99,7.68,-0.89,-2.30,-2.83,-3.65,5.27,5.38,8.57
136.48,8.29,-0.23,8.24,-0.28,-2.36,-2.63,-3.64,5.93,5.89,8.52
137.84,9.00,0.53,9.07,0.59,-2.42,-2.46,-3.63,6.58,6.65,8.47
139.22,10.00,1.57,9.99,1.56,-2.53,-2.31,-3.61,7.47,7.46,8.43
140.61,10.88,2.50,10.76,2.38,-2.66,-2.18,-3.60,8.22,8.10,8.39
142.02,11.29,2.95,11.30,2.96,-2.79,-2.06,-3.58,8.50,8.51,8.34
143.44,11.53,3.23,11.52,3.21,-2.89,-1.97,-3.56,8.64,8.63,8.30
144.87,11.47,3.21,11.47,3.20,-2.94,-1.90,-3.54,8.53,8.53,8.26
146.32,11.28,3.06,11.28,3.05,-2.93,-1.84,-3.51,8.35,8.34,8.22
147.78,10.97,2.79,10.99,2.81,-2.85,-1.79,-3.49,8.12,8.14,8.18
149.26,10.71,2.57,10.72,2.58,-2.74,-1.76,-3.46,7.97,7.99,8.14
150.75,10.49,2.39,10.51,2.41,-2.60,-1.74,-3.44,7.89,7.91,8.11
152.26,10.38,2.31,10.38,2.31,-2.46,-1.73,-3.41,7.92,7.92,8.07
153.78,10.31,2.28,10.31,2.28,-2.33,-1.73,-3.39,7.98,7.98,8.03
155.32,10.25,2.25,10.26,2.26,-2.22,-1.74,-3.37,8.03,8.04,8.00
156.88,10.19,2.23,10.16,2.20,-2.11,-1.76,-3.34,8.08,8.05,7.96
158.44,10.01,2.08,10.02,2.09,-1.99,-1.78,-3.32,8.02,8.02,7.93
160.03,9.81,1.91,9.82,1.92,-1.83,-1.81,-3.30,7.98,8.00,7.90
161.63,9.56,1.70,9.57,1.70,-1.61,-1.85,-3.29,7.95,7.96,7.87
163.24,9.27,1.43,9.27,1.43,-1.36,-1.90,-3.27,7.91,7.90,7.84
164.88,8.86,1.06,8.88,1.07,-1.12,-1.94,-3.26,7.74,7.75,7.81
166.53,8.38,0.61,8.37,0.59,-0.92,-2.00,-3.24,7.47,7.45,7.78
168.19,7.71,-0.04,7.67,-0.08,-0.76,-2.06,-3.24,6.95,6.90,7.75
169.87,6.87,-0.85,6.81,-0.91,-0.69,-2.12,-3.23,6.18,6.13,7.72
171.57,5.83,-1.86,5.89,-1.81,-0.69,-2.18,-3.22,5.14,5.20,7.69
173.29,5.02,-2.65,5.06,-2.61,-0.77,-2.25,-3.22,4.25,4.28,7.67
175.02,4.39,-3.25,4.40,-3.24,-0.93,-2.32,-3.22,3.46,3.47,7.64
176.77,4.04,-3.58,4.02,-3.59,-1.15,-2.39,-3.23,2.90,2.88,7.62
178.54,3.82,-3.77,3.85,-3.75,-1.41,-2.47,-3.23,2.41,2.44,7.59
180.32,3.95,-3.62,3.91,-3.66,-1.71,-2.55,-3.24,2.25,2.21,7.57
182.13,4.16,-3.39,4.20,-3.35,-2.00,-2.62,-3.25,2.16,2.19,7.55
183.95,4.76,-2.77,4.74,-2.78,-2.26,-2.70,-3.26,2.50,2.48,7.53
185.79,5.51,-2.00,5.55,-1.96,-2.52,-2.78,-3.28,2.99,3.03,7.51
187.65,6.60,-0.89,6.64,-0.85,-2.81,-2.87,-3.30,3.79,3.83,7.49
189.52,7.89,0.43,7.90,0.44,-3.11,-2.95,-3.32,4.78,4.79,7.47
191.42,9.24,1.79,9.24,1.79,-3.41,-3.03,-3.34,5.83,5.83,7.45
193.33,10.43,3.00,10.39,2.96,-3.67,-3.11,-3.37,6.77,6.72,7.43
195.27,11.32,3.91,11.24,3.83,-3.88,-3.19,-3.40,7.44,7.35,7.41
197.22,11.69,4.30,11.70,4.31,-4.05,-3.27,-3.42,7.64,7.65,7.39
199.19,11.86,4.49,11.85,4.47,-4.18,-3.35,-3.46,7.68,7.67,7.38
201.18,11.77,4.41,11.78,4.42,-4.27,-3.43,-3.49,7.50,7.51,7.36
203.19,11.66,4.32,11.67,4.32,-4.35,-3.51,-3.52,7.31,7.32,7.34
205.23,11.53,4.20,11.57,4.24,-4.42,-3.58,-3.56,7.11,7.15,7.33
207.28,11.56,4.25,11.57,4.25,-4.49,-3.66,-3.59,7.07,7.08,7.31
209.35,11.65,4.35,11.67,4.37,-4.56,-3.73,-3.63,7.09,7.11,7.30
211.44,11.85,4.57,11.85,4.57,-4.65,-3.80,-3.67,7.21,7.21,7.29
213.56,12.07,4.80,12.05,4.77,-4.76,-3.87,-3.71,7.31,7.29,7.27
215.69,12.20,4.94,12.21,4.95,-4.87,-3.93,-3.74,7.33,7.34,7.26
217.85,12.32,5.07,12.32,5.07,-4.95,-3.99,-3.78,7.38,7.37,7.25
220.03,12.32,5.09,12.34,5.10,-4.97,-4.05,-3.81,7.35,7.37,7.24
222.23,12.29,5.07,12.27,5.05,-4.89,-4.10,-3.85,7.41,7.39,7.22
224.45,12.06,4.85,12.07,4.85,-4.72,-4.15,-3.88,7.34,7.34,7.21
226.70,11.76,4.56,11.73,4.53,-4.52,-4.19,-3.91,7.24,7.21,7.20
228.96,11.25,4.06,11.24,4.05,-4.31,-4.24,-3.94,6.94,6.93,7.19
231.25,10.71,3.53,10.69,3.51,-4.13,-4.27,-3.97,6.59,6.56,7.18
233.57,10.11,2.94,10.13,2.96,-3.99,-4.31,-3.99,6.12,6.14,7.17
235.90,9.72,2.56,9.72,2.56,-3.93,-4.34,-4.01,5.79,5.79,7.16
238.26,9.49,2.34,9.55,2.39,-3.96,-4.36,-4.03,5.53,5.59,7.15
240.64,9.66,2.52,9.67,2.52,-4.09,-4.38,-4.04,5.57,5.58,7.15
243.05,10.04,2.90,10.06,2.93,-4.32,-4.40,-4.05,5.72,5.74,7.14
245.48,10.66,3.53,10.65,3.52,-4.62,-4.41,-4.05,6.04,6.03,7.13
247.93,11.35,4.23,11.37,4.25,-4.89,-4.41,-4.05,6.46,6.48,7.12
250.41,11.99,4.88,12.02,4.90,-5.11,-4.42,-4.04,6.88,6.91,7.11
252.92,12.62,5.51,12.47,5.37,-5.24,-4.41,-4.03,7.38,7.24,7.11
255.45,12.62,5.52,12.70,5.60,-5.24,-4.41,-4.02,7.38,7.46,7.10
258.00,12.59,5.50,12.61,5.52,-5.15,-4.40,-4.00,7.44,7.46,7.09
260.58,12.29,5.20,12.22,5.13,-4.98,-4.38,-3.98,7.31,7.23,7.09
263.19,11.57,4.49,11.57,4.49,-4.74,-4.37,-3.95,6.83,6.82,7.08
265.82,10.69,3.62,10.65,3.58,-4.45,-4.34,-3.92,6.24,6.20,7.08
268.48,9.59,2.52,9.63,2.56,-4.11,-4.32,-3.88,5.48,5.52,7.07
271.16,8.64,1.58,8.66,1.60,-3.77,-4.29,-3.84,4.87,4.90,7.06
273.87,7.89,0.83,7.87,0.81,-3.40,-4.26,-3.80,4.49,4.47,7.06
276.61,7.32,0.27,7.38,0.32,-3.07,-4.23,-3.76,4.25,4.30,7.05
279.38,7.17,0.12,7.19,0.15,-2.81,-4.19,-3.71,4.36,4.39,7.05
282.17,7.30,0.26,7.32,0.27,-2.60,-4.15,-3.66,4.70,4.72,7.04
284.99,7.68,0.64,7.67,0.63,-2.42,-4.11,-3.61,5.26,5.25,7.04
287.84,8.15,1.12,8.14,1.10,-2.32,-4.06,-3.56,5.84,5.82,7.04
290.72,8.62,1.59,8.63,1.59,-2.28,-4.02,-3.51,6.34,6.34,7.03
293.63,9.10,2.07,9.07,2.04,-2.32,-3.97,-3.46,6.78,6.75,7.03
296.57,9.42,2.40,9.43,2.41,-2.43,-3.92,-3.40,6.99,7.00,7.02
299.53,9.73,2.71,9.71,2.69,-2.59,-3.88,-3.35,7.14,7.12,7.02
302.53,9.91,2.90,9.92,2.91,-2.80,-3.83,-3.30,7.11,7.12,7.02
305.55,10.10,3.09,10.10,3.09,-3.03,-3.77,-3.24,7.07,7.07,7.01
308.61,10.25,3.24,10.26,3.25,-3.24,-3.72,-3.19,7.01,7.02,7.01
311.69,10.40,3.40,10.41,3.41,-3.41,-3.67,-3.14,6.99,7.00,7.01
314.81,10.53,3.53,10.52,3.52,-3.49,-3.62,-3.09,7.04,7.03,7.00
317.96,10.59,3.59,10.58,3.58,-3.52,-3.57,-3.04,7.07,7.06,7.00
321.14,10.56,3.56,10.56,3.56,-3.49,-3.51,-2.99,7.07,7.07,7.00
324.35,10.45,3.46,10.45,3.46,-3.40,-3.46,-2.95,7.05,7.05,6.99
327.59,10.29,3.30,10.29,3.30,-3.26,-3.41,-2.90,7.03,7.03,6.99
330.87,10.09,3.10,10.10,3.11,-3.07,-3.36,-2.86,7.02,7.03,6.99
334.18,9.88,2.89,9.87,2.88,-2.84,-3.31,-2.82,7.04,7.03,6.99
337.52,9.63,2.65,9.63,2.64,-2.62,-3.26,-2.78,7.01,7.01,6.98
340.90,9.37,2.39,9.38,2.40,-2.44,-3.22,-2.74,6.93,6.94,6.98
344.30,9.18,2.20,9.17,2.19,-2.32,-3.17,-2.70,6.86,6.85,6.98
347.75,8.99,2.01,9.02,2.04,-2.26,-3.13,-2.67,6.73,6.76,6.98
351.23,8.99,2.02,8.99,2.01,-2.23,-3.09,-2.64,6.76,6.76,6.98
354.74,9.03,2.06,9.10,2.12,-2.23,-3.05,-2.61,6.80,6.86,6.97
358.28,9.29,2.32,9.28,2.31,-2.24,-3.01,-2.58,7.05,7.04,6.97
